tenure_months,monthly_charges,number_of_logins_per_month,number_of_support_tickets,satisfaction_score,last_login_days_ago,subscription_type_premium,subscription_type_standard,contract_type_yearly,usage_frequency_low,usage_frequency_medium,payment_method_Credit Card,payment_method_Digital Wallet,payment_method_PayPal,Churn_Probability,Risk_Level
11,120.3,21,4,1,3,True,False,True,False,False,False,False,False,0.5363569,Medium Risk
28,73.73,9,1,4,9,False,True,False,True,False,True,False,False,0.03176248,Low Risk
30,53.95,38,1,5,3,False,True,False,False,False,True,False,False,0.021683056,Low Risk
1,23.76,44,10,5,1,False,False,False,False,False,False,False,False,0.92512876,High Risk
26,132.98,19,2,5,17,True,False,True,False,True,True,False,False,0.0041596736,Low Risk
21,25.22,2,6,1,22,False,False,False,True,False,False,False,False,0.9893142,High Risk
33,64.23,26,4,3,66,False,True,False,False,False,False,False,True,0.9996662,High Risk
10,34.34,22,1,2,0,False,False,False,False,False,True,False,False,0.46015298,Medium Risk
1,72.05,45,8,1,4,False,True,False,False,False,False,False,False,0.99789053,High Risk
15,139.8,6,5,5,28,True,False,True,True,False,False,False,False,0.20390539,Low Risk
29,61.46,34,0,5,0,False,True,True,False,False,True,False,False,0.0038736148,Low Risk
15,22.13,19,2,2,84,False,False,True,False,True,True,False,False,0.99854904,High Risk
24,52.91,24,1,4,8,False,True,True,False,True,True,False,False,0.005278702,Low Risk
30,35.46,23,1,1,5,False,False,False,False,True,False,False,True,0.29408857,Low Risk
15,76.76,4,3,4,14,False,True,True,True,False,False,False,False,0.01777327,Low Risk
14,29.24,21,0,5,5,False,False,True,False,True,True,False,False,0.003716274,Low Risk
13,143.74,22,0,4,4,True,False,True,False,False,True,False,False,0.005241218,Low Risk
25,73.93,23,4,3,1,False,True,True,False,False,False,False,False,0.09956555,Low Risk
18,23.4,23,4,4,10,False,False,True,False,True,False,False,True,0.017706659,Low Risk
34,78.75,11,2,1,13,False,True,True,False,True,True,False,False,0.105270565,Low Risk
29,63.39,10,0,3,18,False,True,True,False,True,True,False,False,0.06389705,Low Risk
21,71.37,14,2,3,10,False,True,True,False,True,False,False,True,0.045816813,Low Risk
32,59.41,3,2,4,47,False,True,True,True,False,False,False,True,0.057425685,Low Risk
4,95.47,42,3,4,0,True,False,False,False,False,True,False,False,0.11276694,Low Risk
23,39.79,7,1,4,53,False,False,True,True,False,False,False,True,0.042668182,Low Risk
18,36.28,11,0,3,9,False,False,True,False,True,False,True,False,0.0364721,Low Risk
5,66.02,21,1,4,17,False,True,True,False,True,True,False,False,0.03316106,Low Risk
14,39.57,14,2,5,7,False,False,True,False,True,False,False,True,0.0054319026,Low Risk
27,147.11,2,2,4,47,True,False,False,True,False,False,False,True,0.10100366,Low Risk
16,90.89,24,5,1,6,True,False,False,False,True,False,False,False,0.789599,High Risk
6,130.41,41,3,4,0,True,False,False,False,False,False,False,True,0.06669665,Low Risk
11,102.28,41,4,5,0,True,False,True,False,False,False,False,False,0.05890769,Low Risk
5,62.76,5,1,1,42,False,True,False,True,False,True,False,False,0.9692555,High Risk
20,22.39,10,2,5,13,False,False,False,True,False,False,False,False,0.013954438,Low Risk
15,26.58,24,8,3,69,False,False,True,False,False,False,False,True,0.9997638,High Risk
8,30.53,27,2,5,1,False,False,True,False,False,False,True,False,0.01045404,Low Risk
3,52.62,17,0,4,16,False,True,False,False,True,True,False,False,0.0768334,Low Risk
28,103.52,18,0,4,16,True,False,False,False,True,True,False,False,0.02990932,Low Risk
5,76.71,9,0,2,89,False,True,False,False,True,False,False,False,0.9994766,High Risk
14,64.6,11,2,3,10,False,True,True,True,False,False,False,False,0.08561503,Low Risk
25,54.64,5,4,5,40,False,True,True,True,False,True,False,False,0.16545935,Low Risk
14,138.84,30,2,5,2,True,False,True,False,False,True,False,False,0.0044204555,Low Risk
3,33.3,10,3,3,30,False,False,True,True,False,False,True,False,0.9041778,High Risk
29,110.14,49,1,1,5,True,False,True,False,False,True,False,False,0.07300181,Low Risk
8,25.06,32,4,1,4,False,False,True,False,False,True,False,False,0.6768561,Medium Risk
7,22.85,8,3,5,7,False,False,False,True,False,False,False,True,0.038846716,Low Risk
17,102.57,9,3,5,5,True,False,True,False,True,False,False,False,0.0055363616,Low Risk
30,25.08,6,3,5,43,False,False,True,True,False,False,False,False,0.11002948,Low Risk
6,30.9,23,3,5,5,False,False,True,False,False,True,False,False,0.029617742,Low Risk
29,37.62,22,4,2,6,False,False,True,False,True,False,False,True,0.35660544,Low Risk
34,39.61,8,1,4,19,False,False,False,False,True,False,False,True,0.038470082,Low Risk
16,74.69,19,1,3,5,False,True,False,False,True,True,False,False,0.13637397,Low Risk
28,52.22,24,2,4,3,False,True,True,False,True,False,False,True,0.00559487,Low Risk
18,77.51,3,2,3,56,False,True,False,True,False,True,False,False,0.81178737,High Risk
14,31.05,6,1,5,41,False,False,True,True,False,True,False,False,0.058182225,Low Risk
5,52.89,36,1,5,3,False,True,False,False,False,False,False,True,0.03143957,Low Risk
14,77.81,1,4,1,41,False,True,True,True,False,True,False,False,0.9301913,High Risk
17,59.13,29,2,2,0,False,True,True,False,False,False,True,False,0.15236275,Low Risk
35,77.31,29,3,3,0,False,True,True,False,False,True,False,False,0.07171246,Low Risk
11,51.81,26,1,5,3,False,True,True,False,False,True,False,False,0.014821417,Low Risk
29,111.92,8,1,5,8,True,False,True,False,True,False,False,True,0.0030486654,Low Risk
10,61.45,17,0,3,8,False,True,True,False,True,True,False,False,0.1403426,Low Risk
32,29.24,7,1,4,21,False,False,True,True,False,True,False,False,0.009887274,Low Risk
6,22.41,11,1,4,18,False,False,False,False,True,True,False,False,0.043006547,Low Risk
1,54.14,24,3,1,32,False,True,False,False,True,True,False,False,0.9984419,High Risk
27,29.8,9,6,2,25,False,False,True,True,False,False,False,True,0.9515129,High Risk
1,73.73,2,10,2,88,False,True,False,True,False,True,False,False,0.99968994,High Risk
21,34.78,26,1,4,4,False,False,True,False,False,True,False,False,0.005361671,Low Risk
33,20.93,12,1,3,13,False,False,True,False,True,False,False,True,0.066332266,Low Risk
12,74.36,41,0,3,0,False,True,False,False,False,True,False,False,0.23503733,Low Risk
21,130.84,14,6,1,78,True,False,False,False,True,False,True,False,0.9996051,High Risk
12,111.18,28,1,5,0,True,False,False,False,False,True,False,False,0.012888779,Low Risk
14,20.71,24,0,5,17,False,False,False,False,True,False,False,True,0.024062907,Low Risk
17,74.89,22,1,4,3,False,True,False,False,True,False,False,False,0.020619236,Low Risk
2,64.18,12,3,1,43,False,True,False,False,True,False,False,True,0.99828076,High Risk
14,58.59,24,2,3,3,False,True,True,False,False,False,False,True,0.04771003,Low Risk
6,30.15,21,4,1,38,False,False,False,False,True,False,False,False,0.9974348,High Risk
22,34.21,24,1,4,12,False,False,True,False,True,False,False,True,0.004906446,Low Risk
29,23.8,39,11,3,63,False,False,False,False,False,False,False,False,0.9998634,High Risk
9,62.9,1,2,4,40,False,True,True,True,False,False,False,True,0.12472005,Low Risk
13,38.94,1,2,4,54,False,False,True,True,False,False,False,False,0.05803403,Low Risk
17,37.62,3,4,5,52,False,False,True,True,False,False,False,True,0.16443415,Low Risk
11,38.1,8,3,3,9,False,False,True,True,False,True,False,False,0.34503895,Low Risk
29,76.08,14,1,4,8,False,True,False,False,True,True,False,False,0.02313925,Low Risk
35,63.98,9,1,4,45,False,True,False,True,False,True,False,False,0.13163354,Low Risk
23,38.99,12,0,4,10,False,False,False,False,True,False,True,False,0.022606673,Low Risk
7,149.67,6,5,4,35,True,False,False,True,False,True,False,False,0.7966415,High Risk
3,68.07,27,6,2,57,False,True,False,False,False,False,False,False,0.99944824,High Risk
33,75.21,49,7,2,2,False,True,True,False,False,True,False,False,0.9324424,High Risk
29,93.66,22,1,4,11,True,False,True,False,True,False,False,True,0.0038586047,Low Risk
9,136.97,3,4,4,45,True,False,True,True,False,True,False,False,0.28711587,Low Risk
10,56.25,18,8,2,66,False,True,False,False,True,True,False,False,0.999848,High Risk
3,61.6,12,10,2,11,False,True,False,False,True,True,False,False,0.9983669,High Risk
12,38.12,6,3,3,85,False,False,True,True,False,False,False,True,0.99672085,High Risk
23,56.19,8,3,2,26,False,True,False,True,False,False,True,False,0.9578407,High Risk
31,30.54,23,2,4,13,False,False,True,False,True,True,False,False,0.0048154346,Low Risk
21,32.22,20,9,1,88,False,False,True,False,True,True,False,False,0.9998425,High Risk
34,33.67,1,8,2,64,False,False,True,True,False,False,False,False,0.9992017,High Risk
34,32.1,28,1,3,1,False,False,True,False,False,False,False,True,0.042647004,Low Risk
34,38.19,7,2,4,10,False,False,False,True,False,True,False,False,0.032006416,Low Risk
25,27.34,11,4,5,20,False,False,True,False,True,False,False,False,0.026324334,Low Risk
17,39.24,11,11,3,16,False,False,True,False,True,False,False,False,0.99002796,High Risk
33,57.17,13,1,4,9,False,True,True,False,True,False,False,True,0.0047507584,Low Risk
4,27.34,6,9,2,32,False,False,False,True,False,False,False,True,0.99890506,High Risk
25,24.54,5,1,4,14,False,False,True,True,False,False,False,True,0.0060489527,Low Risk
30,143.8,38,3,4,2,True,False,True,False,False,True,False,False,0.019820446,Low Risk
25,28.98,47,2,5,3,False,False,True,False,False,True,False,False,0.0054248613,Low Risk
13,79.71,14,1,5,7,False,True,True,False,True,False,True,False,0.0035387604,Low Risk
23,98.26,30,4,1,4,True,False,True,False,False,False,False,True,0.26418737,Low Risk
26,57.71,19,7,1,67,False,True,True,False,True,False,False,False,0.9998135,High Risk
19,137.15,21,4,4,64,True,False,False,False,False,False,False,True,0.9994166,High Risk
17,20.02,11,5,4,62,False,False,False,True,False,True,False,False,0.9963606,High Risk
25,35.4,1,3,3,31,False,False,True,True,False,True,False,False,0.679442,Medium Risk
35,64.62,13,0,5,15,False,True,True,False,True,False,False,True,0.008343583,Low Risk
2,145.15,20,3,4,6,True,False,False,False,True,True,False,False,0.07912452,Low Risk
33,140.19,24,1,2,2,True,False,True,False,False,True,False,False,0.10399039,Low Risk
26,114.67,44,3,2,3,True,False,True,False,False,False,False,False,0.27240083,Low Risk
2,62.65,10,0,4,12,False,True,False,False,True,False,False,True,0.049813293,Low Risk
1,78.6,20,1,4,5,False,True,False,False,True,False,False,False,0.051132943,Low Risk
34,21.28,8,2,3,10,False,False,True,False,True,True,False,False,0.05662944,Low Risk
28,21.98,4,6,4,34,False,False,False,True,False,False,False,True,0.9033199,High Risk
4,141.58,24,0,3,1,True,False,False,False,False,True,False,False,0.28339615,Low Risk
26,59.18,10,3,5,19,False,True,True,False,True,True,False,False,0.014428012,Low Risk
32,76.19,16,1,3,20,False,True,False,False,True,False,False,True,0.25115827,Low Risk
29,31.61,12,1,3,4,False,False,False,False,True,True,False,False,0.101806164,Low Risk
33,72.75,18,4,3,5,False,True,True,False,True,True,False,False,0.101675384,Low Risk
34,65.25,22,1,2,8,False,True,False,False,True,False,False,True,0.34146,Low Risk
20,79.65,21,2,4,5,False,True,True,False,False,False,False,False,0.003851121,Low Risk
8,32.24,11,4,4,3,False,False,True,False,True,False,False,True,0.06993285,Low Risk
14,28.59,18,4,4,6,False,False,False,False,True,True,False,False,0.08355046,Low Risk
30,77.05,34,2,3,4,False,True,True,False,False,True,False,False,0.049419187,Low Risk
7,33.7,3,0,5,39,False,False,False,True,False,True,False,False,0.21689275,Low Risk
23,31.29,11,5,2,22,False,False,True,True,False,True,False,False,0.9311721,High Risk
9,57.86,9,0,5,21,False,True,False,True,False,False,False,False,0.060091928,Low Risk
10,54.48,43,2,1,6,False,True,True,False,False,True,False,False,0.52076626,Medium Risk
2,31.3,11,0,4,8,False,False,False,False,True,False,False,False,0.05131699,Low Risk
29,23.09,44,2,3,1,False,False,True,False,False,True,False,False,0.06628354,Low Risk
13,59.59,40,8,2,2,False,True,False,False,False,False,True,False,0.9968755,High Risk
23,93.93,30,4,5,6,True,False,False,False,False,False,False,False,0.044181064,Low Risk
6,77.03,19,1,3,5,False,True,False,False,True,False,False,True,0.30614457,Low Risk
34,72.17,28,0,5,1,False,True,True,False,False,True,False,False,0.0034644406,Low Risk
11,125.0,10,3,2,65,True,False,False,False,True,False,False,True,0.99943227,High Risk
31,140.32,45,1,4,6,True,False,True,False,False,True,False,False,0.006887857,Low Risk
7,28.04,2,2,4,25,False,False,False,True,False,True,False,False,0.07019674,Low Risk
15,79.23,1,2,3,17,False,True,False,True,False,False,False,True,0.1748822,Low Risk
22,24.66,8,0,4,17,False,False,True,False,True,False,False,True,0.005976436,Low Risk
20,65.15,24,2,3,13,False,True,True,False,True,False,False,True,0.033057835,Low Risk
16,24.27,24,1,1,4,False,False,True,False,True,True,False,False,0.176644,Low Risk
13,33.59,11,2,3,47,False,False,False,True,False,True,False,False,0.88568175,High Risk
33,110.46,21,2,5,15,True,False,True,False,True,False,False,True,0.004722489,Low Risk
35,31.96,10,2,4,40,False,False,True,True,False,True,False,False,0.04995995,Low Risk
25,29.11,8,0,4,34,False,False,True,True,False,True,False,False,0.044724334,Low Risk
23,28.58,19,2,4,10,False,False,True,False,True,False,False,True,0.0043003047,Low Risk
34,25.52,45,2,5,3,False,False,True,False,False,True,False,False,0.006588033,Low Risk
25,97.8,27,2,4,0,True,False,True,False,False,False,False,True,0.0041667726,Low Risk
15,72.78,13,4,5,19,False,True,True,False,True,False,False,False,0.021349406,Low Risk
16,76.57,21,3,3,11,False,True,True,False,True,True,False,False,0.07944205,Low Risk
1,22.77,14,0,4,7,False,False,False,False,True,False,True,False,0.03188546,Low Risk
10,63.33,10,2,4,9,False,True,False,False,True,True,False,False,0.03816757,Low Risk
22,36.5,9,3,3,16,False,False,True,False,True,True,False,False,0.09790235,Low Risk
20,58.18,17,1,4,19,False,True,False,False,True,False,False,True,0.041072216,Low Risk
18,74.27,12,2,3,11,False,True,True,False,True,True,False,False,0.04762748,Low Risk
9,55.17,22,0,5,11,False,True,True,False,True,True,False,False,0.014197558,Low Risk
13,39.9,31,2,4,1,False,False,True,False,False,False,True,False,0.0065510157,Low Risk
9,39.55,12,2,3,18,False,False,True,False,True,False,False,True,0.16320139,Low Risk
3,93.65,30,10,1,29,True,False,False,False,False,True,False,False,0.99892753,High Risk
31,31.16,10,0,2,87,False,False,False,True,False,True,False,False,0.99801046,High Risk
1,20.51,3,9,4,78,False,False,True,True,False,True,False,False,0.99916625,High Risk
31,73.97,8,0,3,9,False,True,True,False,True,False,False,True,0.050382443,Low Risk
29,31.73,21,4,4,8,False,False,False,False,True,False,True,False,0.09773684,Low Risk
23,58.51,15,7,3,53,False,True,True,False,True,False,False,True,0.98999304,High Risk
5,52.36,47,1,1,38,False,True,False,False,False,True,False,False,0.9987368,High Risk
11,34.17,5,11,2,78,False,False,False,True,False,False,False,True,0.99974793,High Risk
14,30.27,19,1,3,8,False,False,True,False,True,True,False,False,0.03859028,Low Risk
2,30.66,23,9,4,6,False,False,False,False,True,True,False,False,0.9557874,High Risk
6,105.73,11,1,1,15,True,False,False,False,True,False,True,False,0.7567673,High Risk
13,79.43,29,1,5,6,False,True,True,False,False,True,False,False,0.0040278155,Low Risk
34,64.45,12,3,5,19,False,True,True,False,True,True,False,False,0.013782941,Low Risk
9,59.37,23,9,2,33,False,True,True,False,True,True,False,False,0.99945515,High Risk
31,138.15,33,7,4,62,True,False,False,False,False,False,True,False,0.9996679,High Risk
10,22.11,16,3,2,14,False,False,False,False,True,True,False,False,0.9041701,High Risk
29,134.52,20,2,3,10,True,False,True,False,True,False,False,True,0.03003268,Low Risk
15,53.08,13,4,3,75,False,True,True,False,True,False,False,False,0.9990922,High Risk
28,135.7,21,1,3,19,True,False,False,False,True,True,False,False,0.18418173,Low Risk
3,27.3,17,7,2,14,False,False,False,False,True,True,False,False,0.9886536,High Risk
11,34.02,13,5,1,33,False,False,False,False,True,True,False,False,0.9981628,High Risk
24,36.99,11,1,3,54,False,False,True,True,False,True,False,False,0.34038296,Low Risk
24,22.12,23,1,3,6,False,False,True,False,False,True,False,False,0.045958858,Low Risk
24,75.02,1,2,4,53,False,True,True,True,False,True,False,False,0.046724014,Low Risk
21,23.89,9,1,2,48,False,False,False,True,False,True,False,False,0.93195957,High Risk
27,78.41,10,0,2,5,False,True,False,False,True,False,False,True,0.29231182,Low Risk
26,22.36,5,5,2,43,False,False,False,True,False,False,False,True,0.99011886,High Risk
2,147.31,14,1,4,16,True,False,False,False,True,True,False,False,0.04344336,Low Risk
7,77.76,3,3,4,8,False,True,False,True,False,False,False,True,0.075012945,Low Risk
30,31.26,22,0,4,9,False,False,True,False,True,True,False,False,0.005812873,Low Risk
32,31.68,8,5,3,53,False,False,False,False,True,True,False,False,0.994495,High Risk
5,146.2,20,1,4,6,True,False,True,False,True,False,False,True,0.014234223,Low Risk
7,28.11,22,6,3,36,False,False,False,False,True,False,False,True,0.99516594,High Risk
10,36.29,24,2,4,3,False,False,True,False,False,True,False,False,0.019014794,Low Risk
32,78.7,4,10,1,54,False,True,False,True,False,False,True,False,0.99878246,High Risk
10,52.14,1,7,5,31,False,True,False,True,False,False,False,True,0.94703215,High Risk
35,101.84,31,2,4,4,True,False,True,False,False,True,False,False,0.0051142145,Low Risk
26,119.6,41,2,2,2,True,False,True,False,False,False,False,False,0.12564176,Low Risk
3,29.58,32,5,3,57,False,False,False,False,False,True,False,False,0.9987923,High Risk
1,118.08,14,10,2,55,True,False,False,False,True,False,False,False,0.9994524,High Risk
